instituicao, programa, autor, titulo, ano, link
universidade federal do rio grande do sul; administração; fabrício sobrosa affeldt; desenvolvimento e aplicação de um modelo construtivista para o ensino de administração; 2011-06-01;
universidade federal do rio grande do sul; educação; nina rosa ventimiglia xavier; planejamento e transformação: um estudo sobre o pensar docente; 2011-02-01; 
centro universitário moura lacerda; educação; deborah thais lapini; crianças e consumo: um estudo sobre a influência das propagandas televisivas no pensamento de escolares; 2010-03-01; 
universidade federal do rio grande do sul; educação; elizabeth sarates carvalho trindade; contribuições da formação de professores para o uso das tics  na  escola: um estudo de caso no curso de graduação -  licenciatura em pedagogia  a distância da universidade federal do rio grande do sul; 2010-05-01; 
universidade estadual de campinas; educação; mariana tavares almeida; conflitos entre alunos de 13 e 14 anos: causas, estratégias e finalizações; 2015-07-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2563045
universidade catolica de petropolis; educação; marcela de castro alves; “a”+“vali”+“ação” = avaliação um instrumento de valor na educação infantil; 2015-11-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2790659
universidade de caxias do sul; educação; jean hugo callegari; a robótica educativa com crianças/jovens: processos sociocognitivos; 2015-09-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2666575
universidade nove de julho; educação; sandra maria sousa matos; afetividade e educação: a dimensão afetivo-vivencial na relação professor-aluno em manifestações de formandos do curso de pedagogia. um estudo sob o prisma do pensamento complexo.; 2008-05-01; 
universidade federal do ceará; educação; francisca geruza gadelha; aquisição da linguagem escrita de alunos com deficiência intelectual: o uso de jogos pedagógicos na sala de aula de recurso multifuncional.; 2014-09-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1802544
universidade do sul de santa catarina; educação; karolina da silva cabral; a concepção de organização do processo educativo na educação profissional na modalidade ead; 2016-04-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3850967
universidade est.paulista júlio de mesquita filho/rio claro; educação; alexandra joana zorzin nicolau; desenvolvimento moral e história de vida: um estudo sobre os princípios éticos subjacentes às ações do lider comunitário; 2009-09-01; 
universidade federal do rio grande do sul; educação; michele carossi; o bom professor deve ...: os discursos dos concursos públicos para professores e professoras da educação básica; 2009-09-01; 
universidade estadual de maringá; educação; pamela vicentini faeti; ensaio sobre a coexistência entre competição e cooperação nos jogos de regras e sua repercussão na instituição escolar; 2013-02-06; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=106991
centro universitário salesiano de são paulo; educação; helena prestes dos reis mariano; alcances e limites do programa ler e escrever: um estudo de caso na escola estadual prof.ª cecília de negri.; 2012-12-01; 
universidade federal do paraná; educação; regina alves de morais marques; a linguagem oral na educação infantil: uma reflexão sobre seus fundamentos e inserção no planejamento escolar; 2012-03-01; 
universidade estadual de londrina; educação; gisele bueno de farias rebeiro; fatores protetivos e o jogo de regras rummikub: um estudo com alunos do 6º ano do ensino fundamental; 2012-03-01; 
universidade de são paulo; educação; cristine marie tedeschi conforti; epistemologia dos expertos: subjetividade e conhecimento em autobiografias de ficcionistas e cientistas; 2008-03-01; 
universidade federal de goiás; educação; vera lucia maria liciano vilela; o lúdico como instrumento de aprendizagem no ensino da matemática; 2008-12-01; 
universidade federal do amazonas; educação; gerson ribeiro bacury; o jogo como ferramenta de aprendizagem da matemática para os alunos do 7º ano; 2009-11-01; 
universidade federal da bahia; educação; robson aldrin lima mattos; jogo e matemática: uma relação possível; 2009-03-01; 
universidade de são paulo; educação; elaine cristina rodrigues gomes vidal; projetos didáticos em salas de alfabetização: desafios da transposição didática; 2016-04-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3652565
universidade federal do ceará; educação; alanna oliveira pereira carvalho; a avaliação diagnóstica como subsídio às práticas docentes no ensino da matemática: uma análise dos resultados das avaliações dos alunos do 2° ano do ensino fundamental do estado da bahia.; 2014-03-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1541880
universidade federal do rio grande do sul; educação; kelly stifft; a construção do conhecimento musical no bebê: um olhar a partir das suas relações interpessoais; 2008-11-01; 
pontifícia universidade católica do rio grande do sul; educação; daiane costa da silva; a sala de leitura e escrita e as percepções dos professores da segunda série sobre a literatura infantil: uma estratégia de apoio pedagógico; 2008-01-01; 
universidade do oeste de santa catarina; educação; eduardo agostinho comasetto; práticas domésticas relacionadas à educação formal em famílias com filhos bons leitores; 2013-03-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=113824
universidade cidade de são paulo; educação; andréa soares delfin; a inclusão de crianças de 6 anos no ensino fundamental: um estudo do brincar à luz das políticas públicas de educação; 2012-03-01; 
universidade est.paulista júlio de mesquita filho/marilia; educação; fabiola colombani luengo; medicalização escolar e o processo normatizador da coação adulta: a era da palmatória química em uma sociedade hiperativa; 2016-02-22; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3531360
universidade de são paulo; educação; barbara popp; qualidade da educação infantil: é possível medi-la?; 2015-05-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2393542
universidade de caxias do sul; educação; rubens jose balestro; a pergunta como recurso epistemológico e pedagógico no processo de ensino e aprendizagem; 2015-08-17; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2582879
universidade federal do ceará; educação; francisco egberto de melo; práticas de clientelismo, educação planejada e sonho da redenção humana em torno do plameg - plano de metas do governo virgílio távora (1963 - 66).; 2013-02-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=111882
centro universitário moura lacerda; educação; maria cecília nogueira garcia pupin; objetivos da educação e ensino fundamental: reflexões a partir do olhar de professores, pais e alunos de uma escola pública.; 2008-06-01; 
universidade federal do ceará; educação; ana carine dos santos de sousa; o desenvolvimento da linguagem oral no contexto da  educação infantil: concepções e práticas docentes  em uma  creche municipal de fortaleza. ; 2016-07-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3693318
universidade est.paulista júlio de mesquita filho/marilia; educação; eliane paganini da silva; ser professor e a relação ensino-aprendizagem: uma contribuição piagetiana; 2015-03-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2313514
centro universitário la salle; educação; suzana trevisan; educação superior tecnológica e identidade docente; 2013-01-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=150932
universidade de são paulo; educação; paulo nin ferreira; o espírito das coisas: um estudo sobre a assemblage infantil; 2009-03-01; 
universidade estadual de campinas; educação; giseli monteiro gagliotto; a educação sexual na escola e a pedagogia da infância:matrizes  institucionais, disposições culturais, potencialidades e perspectivas emancipatórias; 2009-12-01; 
universidade do vale do itajaí; educação; valdir jose correa junior; uma experiência de uso do geogebra na identificação de padrões em trigonometria; 2014-12-17; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2121124
universidade federal do rio grande do sul; educação; rebeca moreira sena; mosaico tecnológico na formação de conceitos sobre polígonos : um estudo sobre a lógica dos adolescentes; 2014-01-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1366424
centro universitário la salle; educação; luciana joselia correa cheruti; a prática de alfabetização no primeiro ano do ensino fundamental: um estudo de caso em uma escola pública municipal; 2014-12-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2013966
universidade do sul de santa catarina; educação; maria pierina ferdinandi porcel sanches; a constituição da identidade profissional dos docentes da educação profissional técnica de nível médio: possibilidades e desafios tubarão; 2014-09-02; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1549540
universidade do extremo sul catarinense; educação; elaine cristina bortolatto serafin; a produção do conhecimento sobre dificuldades de aprendizagem no período de 2001 - 2011; 2014-09-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1741340
universidade estadual de campinas; educação; ana lucia pinto de camargo meneghel; o uso de aparelhos eletrônicos de tela e a construção das estruturas lógicas elementares e infralógicas de espaço; 2016-07-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3689732
universidade est.paulista júlio de mesquita filho/pr.prudent; educação; mariana custódio de souza baroni; justiça restaurativa na escola: trabalhando as relações sociomorais; 2011-08-01; 
universidade estadual de campinas; educação; adriana maria corder molinari; representação e solução de problemas aritméticos de divisão: um estudo dos procedimentos empregados por alunos do  ensino fundamental; 2010-02-01; 
universidade de brasília; educação; erika lucas lopes; “oficinas do jogo” no ensino fundamental: potencial pedagógico da brincadeira; 2015-04-24; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2786324
universidade federal da paraíba/joão pessoa; educação; margarida sônia marinho do monte silva; desenho animado e educação: calça quadrada, cabeça redonda?; 2010-05-01; 
fundação universidade federal de sergipe; educação; luciene oliveira da costa santos; o sentido da escrita para alunos de escolas brasileiras e francesas; 2010-05-01; 
universidade federal do paraná; educação; hamilton oliveira alves; a resolução de problemas aritméticos partindo de práticas adaptadas às peças do jogo de dominó; 2008-03-01; 
universidade do planalto catarinense; educação; ironilda strapazzon; formação moral: educação para a autonomia solidária; 2011-12-01; 
universidade metodista de são paulo; educação; karina litardi castorino pereira; comenius e o direito a educação: a visão pioneira a caminho da universidade; 2014-03-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2001562
universidade federal do rio grande do norte; educação; livia cristina cortez lula de medeiros; literatura e educação: o bullying nos contos de fada, uma discussão possível; 2012-03-01; 
pontifícia universidade católica do rio grande do sul; educação; bárbara burgardt casaletti; a constituição do docente online em um contexto de educação corporativa; 2012-12-01; 
pontifícia universidade católica do rio de janeiro; educação; tatiane marques de oliveira martins; o lúdico como constituinte do fazer escolar: uma experiência no ensino de língua portuguesa; 2016-04-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3665768
universidade estadual de maringá; educação; andré ricardo oliveira; tomada de consciência corporal e análise psicomotora do repertório de brincadeiras infantis: um olhar sobre o idoso da educação de jovens e adultos; 2010-05-01; 
universidade federal da bahia; educação; nathalya ribeiro santos; o jogo e o desenvolvimento infantil: uma análise da organização do trabalho pedagógico no centro de educação básica (ceb) uefs.; 2016-06-22; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3688373
universidade est.paulista júlio de mesquita filho/marilia; educação; jean custodio de lima; uma análise do ensino de língua inglesa por meio do uso das tecnologias digitais da informação e comunicação; 2016-03-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3603252
universidade do oeste paulista; educação; adriana aparecida croti; aprender a aprender: a autorregulação na perspectiva cognitiva da aprendizagem no contexto do ensino profissionalizante; 2016-03-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4593224
universidade federal do maranhão; educação; roure santos ribeiro; educação on-line: uma investigação acerca do uso da metodologia moodle no curso de especialização em educação a distância do senac do maranhão; 2011-04-01; 
universidade federal do ceará; educação; alessandro augusto de barros facanha; o fazer pedagógico do professor de química no atual ensino médio: o processo de formação e as influências na ação em sala de aula.; 2010-09-01; 
centro universitário moura lacerda; educação; marciana roberta de oliveira; sentidos e significações das festas escolares: implicações na construção do conhecimento social e da noção de cidadania; 2010-08-01; 
universidade federal do ceará; educação; antonia emanuela oliveira de lima; a rotina na educação infantil e sua contribuição para a autonomia moral da criança; 2010-07-01; 
universidade est.paulista júlio de mesquita filho/marilia; educação; thaisa angelica deo da silva; psicologia do trânsito e competência moral: uma intervenção junto a alunos de um curso de especialização; 2014-08-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1341090
universidade de brasília; educação; adalayne lisboa santos; o papel do conflito no trabalho pedagógico na perspectiva dos professores das séries iniciais; 2014-04-04; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2077854
centro universitário salesiano de são paulo; educação; valeria mastrogiuseppe moraes; o xadrez pedagógico e o desenvolvimento do pensamento crítico.; 2014-02-24; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2104576
centro universitário salesiano de são paulo; educação; tatiane priscilla caires; relação entre meio afetivo familiar e ambiente escolar: estudo realizado em uma escola municipal de educação infantil de campinas; 2014-02-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2104016
universidade federal de minas gerais; educação; clarice moukachar batista loureiro; “é possível uma educação para a paz?”: a psicologia nas discussões sobre uma pedagogia pacificadora entre 1927 e 1934 na europa; 2015-08-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2816927
universidade de caxias do sul; educação; sintian schmidt; tecnologias móveis na escola: movimentos da gestão escolar; 2015-02-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2658170
fundação universidade de passo fundo; educação; amilton rodrigo de quadros martins; usando o scratch para potencializar o pensamento criativo em crianças do ensino fundamental; 2012-08-01; 
universidade federal do rio grande do sul; educação; karyne dias coutinho; a emergência da psicopedagogia no brasil; 2008-07-01; 
universidade federal do rio grande do sul; educação; jaqueline santos picetti; formação continuada de professores: da abstração reflexionante à tomada de consciência; 2008-09-01; 
universidade federal de santa maria; educação; eleodora dos santos leonardi; a resolução dos conflitos sociomorais e suas implicações na construção da autonomia moral dos alunos; 2008-03-01; 
fundação universidade de passo fundo; educação; marinez siveris; informática na educação matemática: uma experiência com um grupo de professores da rede municipal de ensino de passo fundo; 2008-09-01; 
universidade do oeste paulista; educação; marilucia ricieri; a formação de tutores e sua atuação na educação a distância: a realidade do curso de tecnologias assistivas, projetos e acessibilidade.; 2013-05-22; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=171592
universidade federal de mato grosso; educação;  maria do socorro lucinio da cruz silva; concepções e práticas de professores do ensino fundamental sobre o ensino de frações: um estudo em escolas de cuiabá; 2013-04-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=318904
universidade federal do rio grande do norte; educação; graciana ferreira dias; utilizando processos geométricos da história da matemática para o ensino de equações do 2º grau; 2009-05-01; 
pontifícia universidade católica do paraná; educação; luiza tatiana forte; mapa conceitual: um instrumento para formação docente de professores que trabalham com a escolarização no hospital para uma prática inovadora; 2009-06-01; 
universidade federal do rio de janeiro; educação; carla cristina silveira de souza; educação moral e personalidade: exercitando as virtudes na infância; 2016-09-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3694143
universidade federal do ceará; educação; katia cristina fernandes farias; as concepções das crianças sobre uma boa professora de educação infantil; 2012-11-01; 
universidade federal do espírito santo; educação; vanessa battestin nunes; processo avaliativo de tutores a distância em um curso de pós-graduação e reflexões sobre mudanças de condutas; 2012-12-01; 
universidade est.paulista júlio de mesquita filho/marilia; educação; ana carla cividanes furlan scarin; a raiva no desenvolvimento da noção de respeito em crianças da educação infantil; 2008-03-01; 
universidade est.paulista júlio de mesquita filho/marilia; educação; eliane sartorello de almeida; o julgamento sóciomoral de universitários usuários de maconha.; 2008-12-01; 
centro universitário moura lacerda; educação; judite della torre jayme; concepções do gestor escolar em relação ao desenvolvimento pleno dos escolares; 2012-04-01; 
universidade federal do rio grande do norte; educação; nathalia ferreira duarte; poesia e imaginação: construindo imagens mentais no processo de compreensão de poemas ; 2016-07-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3751613
universidade estadual de campinas; educação; thais cristina leite bozza; o uso da tecnologia nos tempos atuais: análise de programas de intervenção escolar na prevenção e redução da agressão virtual; 2016-05-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3628474
universidade federal de são carlos; educação; juliana barbosa consoni; contribuições da psicologia para o ensino de conteúdos e aprendizagem instrumental : um estudo das publicações dos cadernos de pesquisa de 1980 a 2012; 2014-02-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1421211
universidade federal da paraíba/joão pessoa; educação; rodrigo wanderley de sousa cruz; as aprendizagens interativas e cognitivas em jogos tradicionais/populares nas aulas de educacao fisica; 2014-05-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2256372
universidade federal de minas gerais; educação; marcelo de magalhaes cunha; motivação para o aprendizado da música: um estudo de caso com músicos de orquestra; 2013-12-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=742526
universidade do oeste de santa catarina; educação; marcia salete bomm lazzarin; processos do ensino e da aprendizagem no quarto ano do ensino fundamental: desafios e caminhos para o trabalho interdisciplinar; 2015-08-17; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2613246
universidade tiradentes; educação; lais thiele carvalho de souza; a construção colaborativa de objetos de aprendizagem por alunos do ensino médio sergipano; 2015-03-20; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2825954
universidade estadual de maringá; educação; karina luciane silva deolindo; concepções educativas morais de graduandos de pedagogia; 2015-03-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2847152
universidade estácio de sá; educação; florencia cruz da rocha ebeling; redes sociais: facebook – possibilidade de apoio ao ensino presencial; 2014-03-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1498304
universidade federal do rio grande do norte; educação; denise cortez fernandes; a atuação docente e a visão moral dos professores nas relações pedagógicas no ensino fundamental; 2014-02-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1838130
universidade federal da bahia; educação; caritas vanucci batista santos; uma concepção de mediação pedagógica utilizada como ferramenta no ensino da escrita; 2014-08-12; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1491340
universidade federal do paraná; educação; artur renato ortega; o desenho.possibilidades e impossibilidades do diálogo entre professor ealuno no processo de alfabetização do projeto arquitetônico: ocaso da ufpr; 2013-08-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=120722
pontifícia universidade católica do paraná; educação; julia cristina bazani banas; estilos de ensino do professor: construção de um instrumento pedagógico curitiba 2013; 2013-08-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=236693
universidade de são paulo; educação; antonio cesar lins rodrigues; jogos de construção nas aulas de educação física: alternativa pedagógica para aquisição de competências leitora e escritora; 2009-01-01; 
centro universitário moura lacerda; educação; letícia costa da silva pires de oliveira; estudo das idéias das crianças do ensino fundamental sobre a noção de justiça na perspectiva piagetiana.; 2009-08-01; 
universidade federal do paraná; educação; lucia helena alencastro; concepções de estudantes sobre os projetos de aprendizagem no ensino superior; 2009-09-01; 
universidade federal de santa maria; educação; clarissa faverzane magnago; a prática pedagógica no enfrentamento da violência psíquica; 2009-12-01; 
universidade federal do ceará; educação; osmar rufino braga; autobiografização e formação de juventudes: uma reflaxão sobre a produção da vida na periferia.; 2013-05-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=995602
universidade do vale do rio dos sinos; educação; janaina menezes; jogos sociais digitais como ambiente de aprendizagem da língua inglesa; 2013-07-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=730164
universidade federal do amazonas; educação; monica cristina barbosa pereira; mediação tecnológica: repercussões na constituição da inteligência coletiva.; 2015-11-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3580973
centro universitário salesiano de são paulo; educação; andreia melo de souza; lendo o mundo: aproximações entre a educação infantil e a educação popular; 2015-08-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3039171
universidade de são paulo; educação; maria carolina cossi soares; os processos de intercâmbio entre crianças e a aprendizagem do desenho em contextos educativos; 2013-03-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=841414
universidade federal do rio de janeiro; educação; monique marques longo; entre a permissão e a repressão: a formação do professor nos cursos de licenciatura e a abordagem da ética; 2009-02-01; 
centro universitário moura lacerda; educação; jair fortunato borges junior; resiliência e sucesso escolar: um estudo de caso com afrodescendente no ensino público; 2009-07-01; 
universidade estadual de campinas; educação; ana paula de prospero; as relações entre abstração reflexiva e condutas de escolares no jogo hora do rush; 2013-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1150567
universidade tuiuti do paraná; educação; mariana fogliatto fontoura; indisciplina e jogo de regras na educação física escolar curitiba 2013; 2013-11-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=911790
universidade federal de rondônia; educação; ana rubia menezes barbosa; ludicidade e aprendizagem na educação infantil: um estudo de caso no proinfantil em rondônia; 2013-04-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=93457
pontifícia universidade católica do paraná; educação; fabiana de nadai andreoli; ensinar e aprender: uma proposta de aprendizagem colaborativa na disciplina da engenharia ambiental; 2012-01-01; 
universidade federal do ceará; educação; ana paula azevedo furtado; avaliação na educação infantil: as práticas avaliativas em creches e pré-escolas municipais de fortaleza na perspectiva das professoras; 2016-07-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=3708592
universidade do oeste paulista; educação; valeria anesia brumatti jacon; educação em valores: uma experiência transversal no ensino fundamental ii; 2016-02-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=4593728
universidade federal de minas gerais; educação; gabriel dias de carvalho junior; invariantes operatórios na transição entre dois campos conceituais: o caso do tempo relativo; 2013-11-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=153740
universidade federal do ceará; educação; aline da silva sousa; os educadores-palhaços do grupo fantasia: o que aprendem e o que nos ensinam sobre educação moral; 2010-09-01; 
universidade federal do ceará; educação; marilac bezerra de medeiros; juventude, delito e moralidade: as narrativas de adolescentes em conflito com a lei, em maracanaú.; 2010-02-01; 
universidade federal do ceará; educação; maria cleide da silva barroso; o ideário construtivista e a formação do pedagogo: uma análise na perspectiva da crítica marxista.; 2009-12-01; 
pontifícia universidade católica do paraná; educação; maria beatriz de castro silva; o ambiente educativo e suas contribuições na aprendizagem docente no processo de formação continuada; 2015-02-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2958984
fundação universidade de passo fundo; educação; ethieli vieira; cooperando para aprender: as trocas  cognitivas em situação de jogo na  aprendizagem de língua inglesa; 2015-09-02; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2658290
universidade nove de julho; educação; renata de almeida torres vilhena; literatura na educação infantil: práticas pedagógicas e a formação da criança pequena; 2014-03-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=1350568
universidade de brasília; educação; leomagon rodrigues da silva; contribuições do xadrez para o ensino-aprendizagem de matemática; 2010-07-01; 
universidade do vale do itajaí; educação; gladys soraia silva; mediação da aprendizagem com uso de tecnologia: um estudo a partir da modificabilidade cognitiva; 2014-08-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoconclusao/viewtrabalhoconclusao.jsf?popup=true&id_trabalho=2055640
pontifícia universidade católica do paraná; educação; jair sergio dos passos; professor mediador utilizando as tecnologias da informação e comunicação e a contribuição da neurolinguística em sala de aula; 2011-03-01; 
universidade do vale do itajaí; educação; silvia janine rodrigues da costa; aprendizagem matemática do cotidiano: estratégias de ação no jogo de bola de gude.; 2011-08-01; 
fundação universidade de passo fundo; educação; loreni renita telles sunti; problemas de aprendizagem na escola: concepções, percepções e indicações pedagógicas; 2011-03-01; 
universidade federal do maranhão; educação; rosimery leão mondaini; visão das professoras da educação infantil a respeito da inclusão escolar; 2011-10-01; 
universidade est.paulista júlio de mesquita filho/rio claro; educação; ângela maria baldovinotti; o ato de assumir papéis por meio da criação de heterônimo e suas implicações morais; 2011-08-01; 
